Asset_ID,Asset_Name,Category,Path,SHA256_Primary,Global_Score,Status,STRIDE_Risk,D1_Score,D2_Score,D3_Score,D4_Score,D5_Score,D6_Score,D7_Score,D8_Score,RICE_Score,RICE_Reach,RICE_Impact,RICE_Effort,Top_Issue_Title,Top_Issue_Vector
content-creator,content-creator,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/content-creator,da52e56bbeb672f7ab5d9bc58c21666ca289e70cc1c58d8129f011c3bf3510fb,91.5,APROVADA,Baixo,9.5,9.5,9.0,9.8,8.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
content-research-writer,content-research-writer,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/content-research-writer,90ba438dff7ad2cbdece7c1662dc0e00e69007f21a97e93a688d9dc7a868cc29,91.5,APROVADA,Baixo,9.5,9.5,9.0,9.8,8.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
context7-mcp,context7-mcp,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/context7-mcp,5e076a3315e260337d307aedcda6976b5b14201ada13edcd08bbca4e16f66e6e,92.3,APROVADA,Baixo,9.5,9.5,9.5,9.8,8.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
database-architecture,database-architecture,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/database-architecture,80d883b4a95c2b4845b51d82471ab96446687cb83a171bd61b0d27509c5b7e0f,92.5,APROVADA,Baixo,9.5,9.5,9.0,9.8,8.5,8.8,8.8,9.5,5.7,9,1.0,1.5,Hardening de Telemetria e Tracing Transacional,D5
ddd,ddd,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/ddd,ba103f52f6a831f35bf72d94a2e58b988500c57023af25b25c84ab8892edbe89,91.7,APROVADA,Baixo,9.5,9.5,7.8,9.8,9.5,8.8,8.8,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
deployment,deployment,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/deployment,76116604c1ecf1dc8710c3d7c35dc4c1246fbb1166e55d554ec17a62394b3a12,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
dispatching-parallel-agents,dispatching-parallel-agents,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/dispatching-parallel-agents,bd234dde693007e3ea813362b31b92ff3acc2076d45805d87f31a74bb22381a6,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
docx-processing,docx-processing,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/docx-processing,14fa19ed65813530e868fee73519abc32b0fe36f92edcae2db51fd0c44d8d089,90.5,APROVADA,Baixo,9.5,9.5,9.0,8.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
email-composer,email-composer,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/email-composer,5fa46be264e161eb2acc26675e256e4e556b0687f17d5810e4c54be22175034d,91.5,APROVADA,Baixo,9.5,9.5,9.0,9.8,8.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
find-skills,find-skills,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/find-skills,1d41fd2b6138ac2aef1d88646601f0ab9f67b0acb982f09fff12a5894a594b7b,92.3,APROVADA,Baixo,9.5,9.5,9.5,9.8,8.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
git-workflow,git-workflow,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/git-workflow,8eb2307b4e5168607e8abdd335df2d6a28e42ecab3b1f13d964a527b93221526,90.8,APROVADA,Baixo,9.5,9.5,7.8,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
governance,governance,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/governance,32dddd989b291eebe54ac18182261d7f2b818f0c90cc4f36c2304750a22b6413,93.8,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,8.8,9.5,5.7,9,1.0,1.5,Hardening de Telemetria e Tracing Transacional,D5
implementation,implementation,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/implementation,ccf86d2ee15d8b391d613f2d6d1c74a99f5381b451edb81fe52ead170eaaac12,90.1,APROVADA,Baixo,9.5,9.5,6.5,9.8,9.5,9.2,8.8,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
llm-as-judge,llm-as-judge,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/llm-as-judge,e797d151dc51113dabd5ce7ff5bfb7149f658be77eed8db62b8e498cec518c3b,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
mcp-builder,mcp-builder,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/mcp-builder,850c0fef0d64a838d9e969b3f6e6d5307b8dcb8188a740a765bfbb45b746daba,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
mobile-design,mobile-design,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/mobile-design,a72d852c65d339301f229da8ee3c6cadab770521ab5108f2157ce5c8851df0df,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
observability,observability,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/observability,ab0a20a51fc9cda6b03b6c5bc0e8482844a47e0816e87a2174d20ac0c1f47131,91.7,APROVADA,Baixo,9.5,9.5,7.8,9.8,9.5,8.8,8.8,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
pdf-processing,pdf-processing,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/pdf-processing,bf540c42607b4183ce0e9fca904ea7832c106d32d6d556014b878e90c4327df2,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
performance-optimization,performance-optimization,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/performance-optimization,fc111fde5e679b9b8b1c29700475d250d3e69bdca4488b3a92f31a80428ccc44,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
php-laravel-ecosystem,php-laravel-ecosystem,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/php-laravel-ecosystem,a7612280491ea99ce209f91b06f7fe7f55f3d85db8c2a56f63ba5b610bbf63d3,88.8,APROVADA,Baixo,9.5,9.5,6.5,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
product-spec-engineering,product-spec-engineering,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/product-spec-engineering,3c14868c22c296c41e6f30c65ee9ec795b3d5d62e77503e7a5bd1de54326633f,88.2,APROVADA,Baixo,8.5,8.8,7.8,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
prompt-engineering,prompt-engineering,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/prompt-engineering,d3a2edbc205633bd06da3ccb2586209da1f7ac0ab5e4553c4352527118c071f5,92.8,APROVADA,Baixo,9.5,9.5,9.0,9.8,8.5,9.2,8.8,9.5,5.7,9,1.0,1.5,Hardening de Telemetria e Tracing Transacional,D5
react-best-practices,react-best-practices,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/react-best-practices,c5a47d79063ce42902d53b2278d641392fc48b4c730a03c45a84e71475c11253,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
refactoring,refactoring,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/refactoring,16c2a6787cd2624803355179280ff6c85d1662990757b55e85c75bd53dba868c,92.4,APROVADA,Baixo,9.5,9.5,7.8,9.8,9.5,8.8,9.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
release,release,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/release,512ccc3d9a04469c54c300a4fe427b5ed81b665417c5791fcc1ce257baf22491,93.8,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,8.8,9.5,5.7,9,1.0,1.5,Hardening de Telemetria e Tracing Transacional,D5
repo-bootstrap,repo-bootstrap,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/repo-bootstrap,c9ce337e3d387e7aa7e290512424a5529b59caca6d2f58b992e27f2c236ab8fe,92.8,APROVADA,Baixo,9.5,9.5,9.0,9.8,8.5,9.2,8.8,9.5,5.7,9,1.0,1.5,Hardening de Telemetria e Tracing Transacional,D5
resilient-execution,resilient-execution,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/resilient-execution,e4467c3bf4712bb6b1dc08e3c97bf9a921da663dac2e6d9d227b1fdc852141e8,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
security-review,security-review,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/security-review,f9b5f7f8098a2c218b890283c8da506aa8655edbd7b6321011b853b9b351c7a3,90.1,APROVADA,Baixo,9.5,9.5,7.8,8.8,9.5,9.2,8.8,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
seo-optimizer,seo-optimizer,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/seo-optimizer,97006d4f078df3f7c0617438f209f74210dee686a4eda1e6fec43783d33c078a,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
skill-audit-bulletin,skill-audit-bulletin,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/skill-audit-bulletin,357a4f2a7afac9f38a2363374b16ff4ba13eea36f1cb18ba6db69c8c854008fb,90.7,APROVADA,Baixo,9.5,9.5,7.8,9.8,8.5,8.8,8.8,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
skill-creator,skill-creator,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/skill-creator,20a841a8684886b9229efcefe50db1bd7f5017fa374240a8611d18b37bd1b87a,88.4,APROVADA,Baixo,9.5,9.5,6.5,9.8,9.5,8.8,7.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
skill-discovery,skill-discovery,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/skill-discovery,103c464d295d1241045a4e9fd368514767e30d1c506f7bfd6912fabc04ef8a6b,92.2,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,8.8,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
subagent-driven-development,subagent-driven-development,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/subagent-driven-development,1d133b4a060d2390cf93ad31c7dbca8f0796d568b72d70104a2a44141ca280ed,88.4,APROVADA,Baixo,9.5,9.5,6.5,9.8,9.5,8.8,7.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
systematic-debugging,systematic-debugging,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/systematic-debugging,6cd272131fe8ecef5873fc8b8097d119c1f7b2fb66c3b755a53d2a8f451e16ee,90.4,APROVADA,Baixo,9.5,9.5,6.5,9.8,9.5,8.8,9.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
technical-documentation,technical-documentation,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/technical-documentation,c6c1334154c8d134f6c7cabc4d74321b878d6fc466438bf33b35ad72811390ab,92.0,APROVADA,Baixo,9.5,9.5,7.8,9.8,9.5,9.2,8.8,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
test-driven-development,test-driven-development,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/test-driven-development,3b0151df3380edf4815413d44ccde91d6865c415f85340f68dc6e57884e38e1c,92.8,APROVADA,Baixo,9.5,9.5,7.8,9.8,9.5,9.2,9.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
testing-mastery,testing-mastery,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/testing-mastery,cc00eb306fbe0c47f0420b2709750ce01f6c1dedfc67a3d322582de1ed564544,90.8,APROVADA,Baixo,9.5,9.5,7.8,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
ui-ux-pro-max,ui-ux-pro-max,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/ui-ux-pro-max,56444bc3f596b71fd57f8b4b870af51822a27e4de43e2e834f7f1447234c3801,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
ux-researcher-designer,ux-researcher-designer,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/ux-researcher-designer,e9cf2793254cf23cc7d3f8aae93e7b3c8e664d9104c0ada6a53498b813b74ec4,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
verification-before-completion,verification-before-completion,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/verification-before-completion,d5e9b76db4623ac22e143b7452e58207f151abda81c7d286116b4e3e5bc08aac,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
writing-skills,writing-skills,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/writing-skills,83092ceb439c14cd07220e583eeb8d484192a17dbe6730cf41107f02fda4383a,88.4,APROVADA,Baixo,9.5,9.5,6.5,8.8,9.5,8.8,9.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
xlsx-processing,xlsx-processing,config_skill,/home/loupan/projetosVS/ignite-agents-skills/skills/xlsx-processing,cdc8905afd830e4b89f8d277985c70fc0f7b8a2f70c68306b84b9ceed96675e0,92.6,APROVADA,Baixo,9.5,9.5,9.0,9.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
plugin__Google.securecoder.securecoder__create_security_implementation_plan,create_security_implementation_plan,plugin_skill,/home/loupan/.gemini/config/plugins/Google.securecoder.securecoder/skills/create_security_implementation_plan,c011415cac17dd61de3a2fab9b0e47d56311e01e5952f9fabf097d5019e5df7d,92.3,APROVADA,Baixo,9.5,9.5,9.5,9.8,8.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
plugin__Google.securecoder.securecoder__determine_threat_model,determine_threat_model,plugin_skill,/home/loupan/.gemini/config/plugins/Google.securecoder.securecoder/skills/determine_threat_model,b5c3caf7bf77d7d742108382bec8113c59addc4f2b7492936cdb4bdd7dedc110,88.6,APROVADA,Baixo,9.5,7.5,9.0,9.8,8.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
plugin__Google.securecoder.securecoder__generate_security_audit_report,generate_security_audit_report,plugin_skill,/home/loupan/.gemini/config/plugins/Google.securecoder.securecoder/skills/generate_security_audit_report,f0eebe87fc36c65d4458b16da25e7206bd8a5fc68f32d3141bf397c8e2c135fa,89.5,APROVADA,Baixo,9.5,7.5,9.0,9.8,9.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
plugin__Google.securecoder.securecoder__run_poc,run_poc,plugin_skill,/home/loupan/.gemini/config/plugins/Google.securecoder.securecoder/skills/run_poc,a2759a0d28960b5b23662091694ae2c4816625237224a1af652f6181d9595f0c,88.6,APROVADA,Baixo,9.5,7.5,9.0,9.8,8.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
plugin__Google.securecoder.securecoder__run_security_scanner,run_security_scanner,plugin_skill,/home/loupan/.gemini/config/plugins/Google.securecoder.securecoder/skills/run_security_scanner,a175789ae8df01d69c3f384715e4538f08c6ca6e12e2914a4147d3c0ebaa8a2c,89.5,APROVADA,Baixo,9.5,7.5,9.0,9.8,9.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
plugin__Google.securecoder.securecoder__scan_dependencies,scan_dependencies,plugin_skill,/home/loupan/.gemini/config/plugins/Google.securecoder.securecoder/skills/scan_dependencies,875e0d316184c0fad80a8788a69474c14a2ca2d02a3cac1c97e798d095e74945,90.3,APROVADA,Baixo,9.5,7.5,9.5,9.8,9.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
plugin__Google.securecoder.securecoder__securecoder_generation,securecoder_generation,plugin_skill,/home/loupan/.gemini/config/plugins/Google.securecoder.securecoder/skills/securecoder_generation,17f561f6e65c2e11086f00f958c80d04c34ff2be7975ddd2047bb7cf51b53a17,88.8,APROVADA,Baixo,9.5,9.5,7.8,8.8,9.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
plugin__Google.securecoder.securecoder__securecoder_persona,securecoder_persona,plugin_skill,/home/loupan/.gemini/config/plugins/Google.securecoder.securecoder/skills/securecoder_persona,84cf92961f129151c2e45b03daa4e3cfa293c22ec8aaebc36a516f1c07f6e3be,93.3,APROVADA,Baixo,9.5,9.5,9.5,9.8,9.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
plugin__google-antigravity-sdk__google-antigravity-sdk,google-antigravity-sdk,plugin_skill,/home/loupan/.gemini/config/plugins/google-antigravity-sdk/skills/google-antigravity-sdk,1c7a531b6fed61ba901e09c2ec8c63efe6e43aba8e68952bd9fe67271b0ad4f2,88.1,APROVADA,Baixo,9.5,9.5,6.5,8.8,9.5,9.2,8.8,9.5,3.8,6,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
plugin__modern-web-guidance-plugin__chrome-extensions,chrome-extensions,plugin_skill,/home/loupan/.gemini/config/plugins/modern-web-guidance-plugin/skills/chrome-extensions,f16b2ef5c12538b76117c24076f22d436467e8ff5d18b4f5943226e87723f975,88.1,APROVADA,Baixo,9.5,9.5,6.5,8.8,9.5,9.2,8.8,9.5,3.8,6,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
plugin__modern-web-guidance-plugin__modern-web-guidance,modern-web-guidance,plugin_skill,/home/loupan/.gemini/config/plugins/modern-web-guidance-plugin/skills/modern-web-guidance,a8cd81010a1388be0b34fb3eb5e86988754d6e602ee493dd16775f63c3c210fd,93.3,APROVADA,Baixo,9.5,9.5,9.5,9.8,9.5,9.2,7.5,9.5,3.8,6,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
builtin__agy-customizations,agy-customizations,builtin_skill,/home/loupan/.gemini/antigravity-ide/builtin/skills/agy-customizations,4f8b0eab3c1420a73eddc48d4041b62178b8ba552a7d6b00d2412deab3a39315,85.8,APROVADA,Baixo,9.5,7.5,7.8,8.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Context Budget Optimization & Lazy Loading de Referências,D3
builtin__antigravity_guide,antigravity_guide,builtin_skill,/home/loupan/.gemini/antigravity-ide/builtin/skills/antigravity_guide,0999fc13d3091e8c2833019cc9ac9c2cadbe0df356bdc80700cd7da49915e6e7,90.5,APROVADA,Baixo,9.5,9.5,9.0,8.8,9.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
builtin__permissioned-github,permissioned-github,builtin_skill,/home/loupan/.gemini/antigravity-ide/builtin/skills/permissioned-github,25b1849d73ab81dce8495a7080169cf3f6686abb74797cc8512f6b837a1ff727,89.3,APROVADA,Baixo,9.5,7.5,9.5,9.8,8.5,9.2,7.5,9.5,5.7,9,1.0,1.5,Incorporação de Suíte de Testes e Fixtures de Regressão,D7
